Code;Title
SA_0000001403;Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)
SA_0000001403_ARCHIVED;Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) (archived)
SA_0000001404;Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average
SA_0000001404_ARCHIVED;Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol (archived)
SA_0000001405;Alcohol, tourist consumption (in litres of pure alcohol)
SA_0000001405_ARCHIVED;Alcohol, tourist consumption (in litres of pure alcohol) (archived)
SA_0000001406;Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)
SA_0000001406_ARCHIVED;Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) (archived)
SA_0000001409;Alcohol, abstainers lifetime (%), age-standardized
SA_0000001409_ARCHIVED;Alcohol, abstainers lifetime (%) (archived)
SA_0000001410;Abstainers (15-19 years), lifetime (%)
SA_0000001411;Alcohol, abstainers past 12 months (%), age-standardized
SA_0000001411_ARCHIVED;Alcohol, abstainers past 12 months (%) (archived)
SA_0000001412;Abstainers (15-19 years), past 12 months (%)
SA_0000001413;Alcohol, consumers past 12 months (%), age-standardized
SA_0000001413_ARCHIVED;Alcohol, consumers past 12 months (%) (archived)
SA_0000001414;Alcohol, former drinkers (%), age-standardized
SA_0000001414_ARCHIVED;Alcohol, former drinkers (%) (archived)
SA_0000001415_ARCHIVED;Alcohol, heavy episodic drinking (population) past 30 days (%)
SA_0000001416;Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%), age-standardized
SA_0000001416_ARCHIVED;Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%) (archived)
SA_0000001417;Alcohol, patterns of drinking score
SA_0000001417_ARCHIVED;Alcohol, patterns of drinking score (archived)
SA_0000001418;Age-standardized DALYs, alcohol use disorders, per 100,000
SA_0000001419;Age-standardized DALYs, breast cancer, per 100,000
SA_0000001420;Age-standardized DALYs, colon and rectum cancers, per 100,000
SA_0000001421;Age-standardized DALYs, diabetes mellitus, per 100,000
SA_0000001422;Age-standardized DALYs, drownings, per 100,000
SA_0000001423;Age-standardized DALYs, falls, per 100,000
SA_0000001424;Age-standardized DALYs, fires, per 100,000
SA_0000001425;Age-standardized DALYs, ischaemic heart disease, per 100,000
SA_0000001426;Age-standardized DALYs, liver cancer, per 100,000
SA_0000001427;Age-standardized DALYs, liver cirrhosis, per 100,000
SA_0000001429;Age-standardized DALYs, mouth and oropharynx cancer, per 100,000
SA_0000001430;Age-standardized DALYs, oesophagus cancer, per 100,000
SA_0000001431;Age-standardized DALYs, poisoning, per 100,000
SA_0000001432;Age-standardized DALYs, prematurity and low birth rate, per 100,000
SA_0000001433;Age-standardized DALYs, road traffic accidents, per 100,000
SA_0000001434;Age-standardized DALYs, self-inflicted injury, per 100,000
SA_0000001435;Age-standardized DALYs, other unintentional injuries, per 100,000
SA_0000001436;Age-standardized DALYs, violence, per 100,000
SA_0000001437;Age-standardized death rates, alcohol use disorders, per 100,000
SA_0000001438;Age-standardized death rates, breast cancer, per 100,000
SA_0000001439;Age-standardized death rates, colon and rectum cancers, per 100,000
SA_0000001440;Age-standardized death rates, diabetes mellitus, per 100,000
SA_0000001441;Age-standardized death rates, drownings, per 100,000
SA_0000001442;Age-standardized death rates, falls, per 100,000
SA_0000001443;Age-standardized death rates, fires, per 100,000
SA_0000001444;Age-standardized death rates, ischaemic heart disease, per 100,000
SA_0000001445;Age-standardized death rates, liver cancer, per 100,000
SA_0000001446;Age-standardized death rates, liver cirrhosis, per 100,000
SA_0000001448;Age-standardized death rates, mouth and oropharynx cancer, per 100,000
SA_0000001449;Age-standardized death rates, oesophagus cancer, per 100,000
SA_0000001450;Age-standardized death rates, poisoning, per 100,000
SA_0000001451;Age-standardized death rates, prematurity and low birth rate, per 100,000
SA_0000001452;Age-standardized death rates, road traffic accidents, per 100,000
SA_0000001453;Age-standardized death rates, self-inflicted injury, per 100,000
SA_0000001454;Age-standardized death rates, other unintentional injuries, per 100,000
SA_0000001455;Age-standardized death rates, violence, per 100,000
SA_0000001456;Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000
SA_0000001457;Liver cirrhosis, age-standardized death rates (15+), per 100,000 population
SA_0000001457_AA;Liver cirrhosis, alcohol-attributable, age-standardized death rates, per 100,000 population
SA_0000001457_ARCHIVED;Liver cirrhosis, age-standardized death rates (15+), per 100,000 population (archived)
SA_0000001458;Age-standardized death rates (15+ years), poisoning, per 100,000
SA_0000001459;Road traffic injuries, age-standardized death rates (15+), per 100,000 population
SA_0000001459_AA;Road traffic crash deaths, alcohol-attributable, age-standardized death rates, per 100,000 population
SA_0000001459_ARCHIVED;Road traffic injuries, age-standardized death rates (15+), per 100,000 population (archived)
SA_0000001460;Age-standardized death rates (15+ years), violence, per 100,000
SA_0000001461;Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI
SA_0000001461_ARCHIVED;Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI (archived)
SA_0000001462;Alcohol use disorders (15+), 12 month prevalence (%) with 95%
SA_0000001462_ARCHIVED;Alcohol use disorders (15+), 12 month prevalence (%) with 95% (archived)
SA_0000001463;Alcoholic psychosis, incidence, per 100,000
SA_0000001463_ARCHIVED;Alcoholic psychosis, incidence, per 100,000 (archived)
SA_0000001464;Cautions and arrests for drink-driving, per 100,000 population
SA_0000001464_ARCHIVED;Cautions and arrests for drink-driving, per 100,000 population (archived)
SA_0000001465;Hospital discharges, alcohol-related injuries and poisoning, per 100,000
SA_0000001466;Hospital discharges, alcoholic liver disease, per 100,000
SA_0000001467;Perceived trend in alcohol-related harm and consequences
SA_0000001468;Treatment admissions (inpatient), alcohol dependence, per 100,000
SA_0000001469;Treatment admissions (inpatient), alcoholic psychosis, per 100,000
SA_0000001470;Alcohol-related road traffic crashes, per 100,000 population
SA_0000001470_ARCHIVED;Alcohol-related road traffic crashes, per 100,000 population (archived)
SA_0000001471;Alcohol-related road traffic crashes (% of all traffic crashes)
SA_0000001471_ARCHIVED;Alcohol-related road traffic crashes (% of all traffic crashes) (archived)
SA_0000001472;Alcohol-related injury mortality, per 1,000
SA_0000001473;Alcohol-related disease mortality, per 100,000 (15+ years)
SA_0000001474;Alcoholic excise tax revenue as a per cent of government revenue
SA_0000001474_ARCHIVED;Alcoholic excise tax revenue as a per cent of government revenue (archived)
SA_0000001475;Annual revenues from alcohol excise tax in millions US$
SA_0000001475_ARCHIVED;Annual revenues from alcohol excise tax in millions US$ (archived)
SA_0000001476;Alcohol expenditure as a per cent of total household expenditure
SA_0000001476_ARCHIVED;Alcohol expenditure as a per cent of total household expenditure (archived)
SA_0000001477;Social costs of alcohol use in millions US$
SA_0000001477_ARCHIVED;Social costs of alcohol use in millions US$ (archived)
SA_0000001502;Adopted written national policy on alcohol
SA_0000001502_ARCHIVED;Adopted written national policy on alcohol (archived)
SA_0000001503;Alcoholic beverage legally defined
SA_0000001503_ARCHIVED;Alcoholic beverage legally defined (archived)
SA_0000001504;Alcohol use is banned
SA_0000001504_ARCHIVED;Alcohol use is banned (archived)
SA_0000001506;National legislation to prevent illegal alcohol
SA_0000001506_ARCHIVED;National legislation to prevent illegal alcohol (archived)
SA_0000001507;Advertising restrictions on national television
SA_0000001507_ARCHIVED;Advertising restrictions on national television (archived)
SA_0000001508;Advertising restrictions on cable television
SA_0000001508_ARCHIVED;Advertising restrictions on cable television (archived)
SA_0000001509;Advertising restrictions on national radio
SA_0000001509_ARCHIVED;Advertising restrictions on national radio (archived)
SA_0000001510;Advertising restrictions on local radio
SA_0000001510_ARCHIVED;Advertising restrictions on local radio (archived)
SA_0000001511;Advertising restrictions in print media
SA_0000001511_ARCHIVED;Advertising restrictions in print media (archived)
SA_0000001512;Advertising restrictions at cinemas
SA_0000001512_ARCHIVED;Advertising restrictions at cinemas (archived)
SA_0000001513;Advertising restrictions on billboards
SA_0000001513_ARCHIVED;Advertising restrictions on billboards (archived)
SA_0000001514;Advertising restrictions at point-of-sale
SA_0000001514_ARCHIVED;Advertising restrictions at point-of-sale (archived)
SA_0000001515;Advertising restrictions on the internet
SA_0000001515_ARCHIVED;Advertising restrictions on the internet (archived)
SA_0000001516;Restrictions on product placement on national television
SA_0000001516_ARCHIVED;Restrictions on product placement on national television (archived)
SA_0000001517;Restrictions on product placement on cable television
SA_0000001517_ARCHIVED;Restrictions on product placement on cable television (archived)
SA_0000001518;Age limits on-premise service
SA_0000001518_ARCHIVED;Age limits on-premise service (archived)
SA_0000001519;Minimum legal drinking age
SA_0000001520;Legal blood alcohol concentration (BAC) limits
SA_0000001520_ARCHIVED;Legal blood alcohol concentration (BAC) limits (archived)
SA_0000001521;Random breath testing (RBT) use
SA_0000001521_ARCHIVED;Random breath testing (RBT) use (archived)
SA_0000001523;Prices for alcoholic beverages (average, US$)
SA_0000001523_ARCHIVED;Prices for alcoholic beverages (average, US$) (archived)
SA_0000001525;Off-premise sales restrictions on days
SA_0000001525_ARCHIVED;Off-premise sales restrictions on days (archived)
SA_0000001526;Off-premise sales restrictions on hours
SA_0000001526_ARCHIVED;Off-premise sales restrictions on hours (archived)
SA_0000001527;Off-premise sales restrictions on places
SA_0000001527_ARCHIVED;Off-premise sales restrictions on places (archived)
SA_0000001528;Off-premise sales restrictions on outlet density
SA_0000001528_ARCHIVED;Off-premise sales restrictions on outlet density (archived)
SA_0000001529;Off-premise sales restrictions at specific events
SA_0000001529_ARCHIVED;Off-premise sales restrictions at specific events (archived)
SA_0000001530;Off-premise sales restrictions at petrol stations
SA_0000001530_ARCHIVED;Off-premise sales restrictions at petrol stations (archived)
SA_0000001531;On-premise sales restrictions on days
SA_0000001531_ARCHIVED;On-premise sales restrictions on days (archived)
SA_0000001532;On-premise sales restrictions on hours
SA_0000001532_ARCHIVED;On-premise sales restrictions on hours (archived)
SA_0000001533;On-premise sales restrictions on places
SA_0000001533_ARCHIVED;On-premise sales restrictions on places (archived)
